"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","OverTime","MaritalStatus","Age","DailyRate","DistanceFromHome","Education","EmployeeNumber","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"1170","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Married",27,486,8,3,1647,2,86,4,1,3,3517,22490,7,17,3,1,0,5,0,3,3,2,0,2
"1171","No","Travel_Frequently","Research & Development","Medical","Male","Research Scientist","No","Single",27,591,2,3,1648,4,87,3,1,4,2580,6297,2,13,3,3,0,6,0,2,4,2,1,2
"1172","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Yes","Single",40,1329,7,3,1649,1,73,3,1,1,2166,3339,3,14,3,2,0,10,3,1,4,2,0,3
"1173","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Single",29,469,10,3,1650,3,42,2,2,3,5869,23413,9,11,3,3,0,8,2,3,5,2,1,4
"1174","No","Travel_Rarely","Research & Development","Life Sciences","Female","Healthcare Representative","No","Married",36,711,5,4,1651,2,42,3,3,1,8008,22792,4,12,3,3,2,9,6,3,3,2,0,2
"1175","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manufacturing Director","No","Divorced",25,772,2,1,1653,4,77,4,2,3,5206,4973,1,17,3,3,2,7,6,3,7,7,0,7
"1176","No","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","No","Married",39,492,12,3,1654,4,66,3,2,2,5295,7693,4,21,4,3,0,7,3,3,5,4,1,0
"1177","No","Travel_Rarely","Research & Development","Other","Female","Research Director","No","Married",49,301,22,4,1655,1,72,3,4,2,16413,3498,3,16,3,2,2,27,2,3,4,2,1,2
"1178","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","No","Divorced",50,813,17,5,1656,4,50,2,3,1,13269,21981,5,15,3,3,3,19,3,3,14,11,1,11
"1179","No","Travel_Rarely","Sales","Medical","Female","Sales Representative","No","Single",20,1141,2,3,1657,3,31,3,1,3,2783,13251,1,19,3,1,0,2,3,3,2,2,2,2
"1180","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Divorced",34,1130,3,3,1658,4,66,3,2,2,5433,19332,1,12,3,3,1,11,2,3,11,8,7,9
"1181","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",36,311,7,3,1659,1,77,3,1,2,2013,10950,2,11,3,3,0,15,4,3,4,3,1,3
"1182","No","Travel_Rarely","Research & Development","Life Sciences","Female","Healthcare Representative","Yes","Married",49,465,6,1,1661,3,41,2,4,3,13966,11652,2,19,3,2,1,30,3,3,15,11,2,12
"1183","No","Non-Travel","Research & Development","Medical","Female","Manufacturing Director","No","Married",36,894,1,4,1662,4,33,2,2,3,4374,15411,0,15,3,3,0,4,6,3,3,2,1,2
"1184","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Divorced",36,1040,3,2,1664,4,79,4,2,1,6842,26308,6,20,4,1,1,13,3,3,5,4,0,4
"1185","No","Travel_Rarely","Research & Development","Medical","Female","Manager","No","Married",54,584,22,5,1665,2,91,3,4,3,17426,18685,3,25,4,3,1,36,6,3,10,8,4,7
"1186","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","No","Married",43,1291,15,2,1666,3,65,2,4,3,17603,3525,1,24,4,1,1,14,3,3,14,10,6,11
"1187","Yes","Travel_Frequently","Sales","Other","Male","Sales Executive","Yes","Single",35,880,12,4,1667,4,36,3,2,4,4581,10414,3,24,4,1,0,13,2,4,11,9,6,7
"1188","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","No","Married",38,1189,1,3,1668,4,90,3,2,4,4735,9867,7,15,3,4,2,19,4,4,13,11,2,9
"1189","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","Yes","Divorced",29,991,5,3,1669,1,43,2,2,2,4187,3356,1,13,3,2,1,10,3,2,10,0,0,9
"1190","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Divorced",33,392,2,4,1670,4,93,3,2,4,5505,3921,1,14,3,3,2,6,5,3,6,2,0,4
"1191","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Divorced",32,977,2,3,1671,4,45,3,2,2,5470,25518,0,13,3,3,2,10,4,2,9,5,1,6
"1192","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Married",31,1112,5,4,1673,1,67,3,2,4,5476,22589,1,11,3,1,2,10,2,3,10,0,0,2
"1193","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Yes","Divorced",49,464,16,3,1674,4,74,3,1,1,2587,24941,4,16,3,2,1,17,2,2,2,2,2,2
"1194","No","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","No","Single",38,148,2,3,1675,4,42,2,1,2,2440,23826,1,22,4,2,0,4,3,3,4,3,3,3
"1195","No","Travel_Rarely","Sales","Life Sciences","Female","Manager","No","Divorced",47,1225,2,4,1676,2,47,4,4,2,15972,21086,6,14,3,3,3,29,2,3,3,2,1,2
"1196","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manager","No","Single",49,809,1,3,1677,3,36,3,4,3,15379,22384,4,14,3,1,0,23,2,3,8,7,0,0
"1197","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Yes","Single",41,1206,23,2,1678,4,80,3,3,3,7082,11591,3,16,3,4,0,21,2,3,2,0,0,2
"1198","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Representative","No","Single",20,727,9,1,1680,4,54,3,1,1,2728,21082,1,11,3,1,0,2,3,3,2,2,0,2
"1199","No","Non-Travel","Sales","Life Sciences","Female","Sales Executive","Yes","Divorced",33,530,16,3,1681,3,36,3,2,4,5368,16130,1,25,4,3,1,7,2,3,6,5,1,2
"1200","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Married",36,1351,26,4,1682,1,80,3,2,3,5347,7419,6,14,3,2,2,10,2,2,3,2,0,2
"1201","No","Travel_Rarely","Human Resources","Life Sciences","Female","Human Resources","Yes","Divorced",44,528,1,3,1683,3,44,3,1,4,3195,4167,4,18,3,1,3,8,2,3,2,2,2,2
"1202","Yes","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Yes","Single",23,1320,8,1,1684,4,93,2,1,3,3989,20586,1,11,3,1,0,5,2,3,5,4,1,2
"1203","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","No","Married",38,1495,4,2,1687,4,87,3,1,3,3306,26176,7,19,3,4,1,7,5,2,0,0,0,0
"1204","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","No","Married",53,1395,24,4,1689,2,48,4,3,4,7005,3458,3,15,3,3,0,11,2,3,4,3,1,2
"1205","Yes","Travel_Frequently","Sales","Medical","Female","Sales Representative","Yes","Married",48,708,7,2,1691,4,95,3,1,3,2655,11740,2,11,3,3,2,19,3,3,9,7,7,7
"1206","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",32,1259,2,4,1692,4,95,3,1,2,1393,24852,1,12,3,1,0,1,2,3,1,0,0,0
"1207","No","Non-Travel","Research & Development","Medical","Male","Laboratory Technician","No","Single",26,786,7,3,1693,4,76,3,1,4,2570,11925,1,20,4,3,0,7,5,3,7,7,5,7
"1208","No","Travel_Rarely","Research & Development","Technical Degree","Male","Research Scientist","No","Divorced",55,1441,22,3,1694,1,94,2,1,2,3537,23737,5,12,3,4,1,8,1,3,4,2,1,2
"1209","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",34,1157,5,2,1696,2,57,2,2,4,3986,11912,1,14,3,3,1,15,3,4,15,10,4,13
"1210","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","No","Divorced",60,370,1,4,1697,3,92,1,3,4,10883,20467,3,20,4,3,1,19,2,4,1,0,0,0
"1211","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",33,267,21,3,1698,2,79,4,1,2,2028,13637,1,18,3,4,3,14,6,3,14,11,2,13
"1212","No","Travel_Frequently","Sales","Medical","Male","Sales Executive","No","Divorced",37,1278,1,4,1700,3,31,1,2,4,9525,7677,1,14,3,3,2,6,2,2,6,3,1,3
"1213","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Married",34,678,19,3,1701,2,35,2,1,4,2929,20338,1,12,3,2,0,10,3,3,10,9,8,7
"1214","Yes","Travel_Rarely","Sales","Life Sciences","Male","Sales Representative","Yes","Divorced",23,427,7,3,1702,3,99,3,1,4,2275,25103,1,21,4,2,1,3,2,3,3,2,0,2
"1215","No","Travel_Rarely","Research & Development","Life Sciences","Female","Healthcare Representative","Yes","Married",44,921,2,3,1703,3,96,4,3,4,7879,14810,1,19,3,2,1,9,2,3,8,7,6,7
"1216","No","Travel_Frequently","Research & Development","Medical","Male","Research Scientist","Yes","Single",35,146,2,4,1704,1,79,2,1,4,4930,13970,0,14,3,3,0,6,2,4,5,4,1,4
"1217","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","Yes","Married",43,1179,2,3,1706,4,73,3,2,4,7847,6069,1,17,3,1,1,10,3,3,10,9,8,8
"1218","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Married",24,581,9,3,1707,3,62,4,1,3,4401,17616,1,16,3,4,1,5,1,3,5,3,0,4
"1219","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Single",41,918,6,3,1708,4,35,3,3,3,9241,15869,1,12,3,2,0,10,3,3,10,8,8,7
"1220","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","No","Married",29,1082,9,4,1709,4,43,3,1,3,2974,25412,9,17,3,3,1,9,2,3,5,3,1,2
"1221","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Representative","No","Single",36,530,2,4,1710,3,51,3,2,4,4502,7439,3,15,3,3,0,17,2,2,13,7,6,7
"1222","No","Non-Travel","Research & Development","Life Sciences","Male","Healthcare Representative","No","Married",45,1238,1,1,1712,3,74,2,3,3,10748,3395,3,23,4,4,1,25,3,2,23,15,14,4
"1223","Yes","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","No","Married",24,240,22,1,1714,4,58,1,1,3,1555,11585,1,11,3,3,1,1,2,3,1,0,0,0
"1224","Yes","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","No","Married",47,1093,9,3,1716,3,82,1,4,3,12936,24164,7,11,3,3,0,25,3,1,23,5,14,10
"1225","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",26,390,17,4,1718,4,62,1,1,3,2305,6217,1,15,3,3,3,3,3,4,3,2,0,2
"1226","No","Travel_Rarely","Research & Development","Technical Degree","Female","Research Director","No","Single",45,1005,28,2,1719,4,48,2,4,2,16704,17119,1,11,3,3,0,21,2,3,21,6,8,6
"1227","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","No","Married",32,585,10,3,1720,1,56,3,1,3,3433,17360,6,13,3,1,1,10,3,2,5,2,1,3
"1228","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",31,741,2,4,1721,2,69,3,1,3,3477,18103,1,14,3,4,1,6,2,4,5,2,0,3
"1229","No","Non-Travel","Human Resources","Human Resources","Male","Human Resources","No","Married",41,552,4,3,1722,3,60,1,2,2,6430,20794,6,19,3,2,1,10,4,3,3,2,1,2
"1230","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Yes","Married",40,369,8,2,1724,2,92,3,2,1,6516,5041,2,16,3,2,1,18,3,3,1,0,0,0
"1231","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Divorced",24,506,29,1,1725,2,91,3,1,1,3907,3622,1,13,3,2,3,6,2,4,6,2,1,2
"1232","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Single",46,717,13,4,1727,3,34,3,2,2,5562,9697,6,14,3,4,0,19,3,3,10,7,0,9
"1233","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Married",35,1370,27,4,1728,4,49,3,2,3,6883,5151,2,16,3,2,1,17,3,3,7,7,0,7
"1234","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",30,793,16,1,1729,2,33,3,1,4,2862,3811,1,12,3,2,1,10,2,2,10,0,0,8
"1235","No","Non-Travel","Sales","Marketing","Male","Sales Executive","No","Married",47,543,2,4,1731,3,87,3,2,2,4978,3536,7,11,3,4,1,4,3,1,1,0,0,0
"1236","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Yes","Divorced",46,1277,2,3,1732,3,74,3,3,4,10368,5596,4,12,3,2,1,13,5,2,10,6,0,3
"1237","Yes","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Divorced",36,1456,13,5,1733,2,96,2,2,1,6134,8658,5,13,3,2,3,16,3,3,2,2,2,2
"1238","Yes","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","No","Single",32,964,1,2,1734,1,34,1,2,2,6735,12147,6,15,3,2,0,10,2,3,0,0,0,0
"1239","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","No","Single",23,160,4,1,1735,3,51,3,1,2,3295,12862,1,13,3,3,0,3,3,1,3,2,1,2
"1240","No","Travel_Frequently","Research & Development","Technical Degree","Female","Manufacturing Director","No","Single",31,163,24,1,1736,4,30,3,2,4,5238,6670,2,20,4,4,0,9,3,2,5,4,1,4
"1241","No","Non-Travel","Research & Development","Life Sciences","Male","Laboratory Technician","Yes","Married",39,792,1,3,1737,4,77,3,2,4,6472,8989,1,15,3,4,1,9,2,3,9,8,5,8
"1242","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","No","Married",32,371,19,3,1739,4,80,1,3,3,9610,3840,3,13,3,3,1,10,2,1,4,3,0,2
"1243","No","Travel_Rarely","Sales","Medical","Male","Manager","No","Single",40,611,7,4,1740,2,88,3,5,2,19833,4349,1,14,3,2,0,21,3,2,21,8,12,8
"1244","No","Travel_Rarely","Human Resources","Life Sciences","Female","Human Resources","No","Married",45,176,4,3,1744,3,56,1,3,3,9756,6595,4,21,4,3,2,9,2,4,5,0,0,3
"1245","No","Travel_Frequently","Research & Development","Technical Degree","Female","Research Scientist","No","Single",30,1312,2,4,1745,4,78,2,1,1,4968,26427,0,16,3,4,0,10,2,3,9,7,0,7
"1246","No","Travel_Frequently","Human Resources","Medical","Male","Human Resources","No","Married",24,897,10,3,1746,1,59,3,1,4,2145,2097,0,14,3,4,1,3,2,3,2,2,2,1
"1247","Yes","Travel_Frequently","Human Resources","Human Resources","Female","Human Resources","No","Divorced",30,600,8,3,1747,3,66,2,1,4,2180,9732,6,11,3,3,1,6,0,2,4,2,1,2
"1248","No","Travel_Rarely","Sales","Technical Degree","Male","Sales Executive","No","Married",31,1003,5,3,1749,1,51,3,2,3,8346,20943,1,19,3,3,1,6,3,3,5,2,0,2
"1249","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Single",27,1054,8,3,1751,3,67,3,1,4,3445,6152,1,11,3,3,0,6,5,2,6,2,1,4
"1250","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Representative","No","Single",29,428,9,3,1752,2,52,1,1,2,2760,14630,1,13,3,3,0,2,3,3,2,2,2,2
"1251","No","Travel_Frequently","Research & Development","Life Sciences","Male","Healthcare Representative","Yes","Single",29,461,1,3,1753,4,70,4,2,3,6294,23060,8,12,3,4,0,10,5,4,3,2,0,2
"1252","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Divorced",30,979,15,2,1754,3,94,2,3,1,7140,3088,2,11,3,1,1,12,2,3,7,7,1,7
"1253","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Yes","Married",34,181,2,4,1755,4,97,4,1,4,2932,5586,0,14,3,1,3,6,3,3,5,0,1,2
"1254","No","Non-Travel","Sales","Marketing","Female","Sales Executive","No","Single",33,1283,2,3,1756,4,62,3,2,2,5147,10697,8,15,3,4,0,13,2,2,11,7,1,7
"1255","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Single",49,1313,11,4,1757,4,80,3,2,4,4507,8191,3,12,3,3,0,8,1,4,5,1,0,4
"1256","Yes","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Yes","Single",33,211,16,3,1758,1,74,3,3,1,8564,10092,2,20,4,3,0,11,2,2,0,0,0,0
"1257","No","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","No","Married",38,594,2,2,1760,3,75,2,1,2,2468,15963,4,14,3,2,1,9,4,2,6,1,0,5
"1258","Yes","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Married",31,1079,16,4,1761,1,70,3,3,3,8161,19002,2,13,3,1,3,10,2,3,1,0,0,0
"1259","No","Travel_Rarely","Research & Development","Technical Degree","Female","Research Scientist","No","Divorced",29,590,4,3,1762,4,91,2,1,1,2109,10007,1,13,3,3,1,1,2,3,1,0,0,0
"1260","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Married",30,305,16,3,1763,3,58,4,2,3,5294,9128,3,16,3,3,1,10,3,3,7,0,1,7
"1261","No","Non-Travel","Research & Development","Technical Degree","Male","Research Scientist","No","Single",32,953,5,4,1764,2,65,3,1,2,2718,17674,2,14,3,2,0,12,3,3,7,7,0,7
"1262","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","Yes","Married",38,833,18,3,1766,2,60,1,2,4,5811,24539,3,16,3,3,1,15,2,3,1,0,1,0
"1263","Yes","Travel_Frequently","Research & Development","Technical Degree","Male","Research Scientist","Yes","Married",43,807,17,3,1767,3,38,2,1,3,2437,15587,9,16,3,4,1,6,4,3,1,0,0,0
"1264","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Divorced",42,855,12,3,1768,2,57,3,1,2,2766,8952,8,22,4,2,3,7,6,2,5,3,0,4
"1265","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Married",55,478,2,3,1770,3,60,2,5,1,19038,19805,8,12,3,2,3,34,2,3,1,0,0,0
"1266","No","Non-Travel","Research & Development","Technical Degree","Male","Research Scientist","No","Divorced",33,775,4,3,1771,4,90,3,2,2,3055,6194,5,15,3,4,2,11,2,2,9,8,1,7
"1267","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Divorced",41,548,9,4,1772,3,94,3,1,1,2289,20520,1,20,4,2,2,5,2,3,5,3,0,4
"1268","No","Non-Travel","Sales","Life Sciences","Male","Sales Executive","Yes","Divorced",34,1375,10,3,1774,4,87,3,2,3,4001,12313,1,14,3,3,1,15,3,3,15,14,0,7
"1269","No","Non-Travel","Research & Development","Medical","Female","Manufacturing Director","Yes","Married",53,661,1,4,1775,1,60,2,4,3,12965,22308,4,20,4,4,3,27,2,2,3,2,0,2
"1270","No","Travel_Rarely","Human Resources","Life Sciences","Male","Human Resources","No","Single",43,244,2,3,1778,2,97,3,1,4,3539,5033,0,13,3,2,0,10,5,3,9,7,1,8
"1271","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Single",34,511,3,2,1779,4,32,1,2,4,6029,25353,5,12,3,1,0,6,3,3,2,2,2,2
"1272","Yes","Travel_Rarely","Sales","Marketing","Male","Sales Representative","No","Single",21,337,7,1,1780,2,31,3,1,2,2679,4567,1,13,3,2,0,1,3,3,1,0,1,0
"1273","No","Travel_Rarely","Research & Development","Other","Female","Laboratory Technician","No","Married",38,1153,6,2,1782,4,40,2,1,3,3702,16376,1,11,3,2,1,5,3,3,5,4,0,4
"1274","Yes","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Yes","Married",22,1294,8,1,1783,3,79,3,1,1,2398,15999,1,17,3,3,0,1,6,3,1,0,0,0
"1275","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Married",31,196,29,4,1784,1,91,2,2,4,5468,13402,1,14,3,1,2,13,3,3,12,7,5,7
"1276","No","Travel_Rarely","Research & Development","Technical Degree","Female","Manager","No","Married",51,942,3,3,1786,1,53,3,3,3,13116,22984,2,11,3,4,0,15,2,3,2,2,2,2
"1277","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Married",37,589,9,2,1787,2,46,2,2,2,4189,8800,1,14,3,1,2,5,2,3,5,2,0,3
"1278","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","Yes","Divorced",46,734,2,4,1789,3,46,3,5,4,19328,14218,7,17,3,3,1,24,3,3,2,1,2,2
"1279","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","Yes","Married",36,1383,10,3,1790,4,90,3,3,1,8321,25949,7,13,3,4,1,15,1,3,12,8,5,7
"1280","Yes","Travel_Frequently","Research & Development","Medical","Male","Research Scientist","Yes","Divorced",44,429,1,2,1792,3,99,3,1,2,2342,11092,1,12,3,3,3,6,2,2,5,3,2,3
"1281","No","Travel_Rarely","Human Resources","Other","Male","Human Resources","No","Divorced",37,1239,8,2,1794,3,89,3,2,2,4071,12832,2,13,3,3,0,19,4,2,10,0,4,7
"1282","Yes","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Yes","Single",35,303,27,3,1797,3,84,3,2,4,5813,13492,1,18,3,4,0,10,2,3,10,7,7,7
"1283","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",33,867,8,4,1798,4,90,4,1,1,3143,6076,6,19,3,2,1,14,1,3,10,8,7,6
"1284","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",28,1181,1,3,1799,3,82,3,1,4,2044,5531,1,11,3,3,1,5,6,4,5,3,0,3
"1285","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Single",39,1253,10,1,1800,3,65,3,3,3,13464,7914,7,21,4,3,0,9,3,3,4,3,2,2
"1286","No","Non-Travel","Sales","Life Sciences","Male","Sales Executive","No","Single",46,849,26,2,1801,2,98,2,2,2,7991,25166,8,15,3,3,0,6,3,3,2,2,2,2
"1287","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Married",40,616,2,2,1802,3,99,3,1,1,3377,25605,4,17,3,4,1,7,5,2,4,3,0,2
"1288","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","No","Married",42,1128,13,3,1803,2,95,4,2,1,5538,5696,5,18,3,3,2,10,2,2,0,0,0,0
"1289","No","Non-Travel","Research & Development","Medical","Male","Manufacturing Director","No","Divorced",35,1180,2,2,1804,2,90,3,2,4,5762,24442,2,14,3,3,1,15,6,3,7,7,1,7
"1290","No","Non-Travel","Human Resources","Human Resources","Male","Human Resources","No","Divorced",38,1336,2,3,1805,1,100,3,1,2,2592,7129,5,13,3,4,3,13,3,3,11,10,3,8
"1291","Yes","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",34,234,9,4,1807,4,93,3,2,1,5346,6208,4,17,3,3,1,11,3,2,7,1,0,7
"1292","Yes","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","No","Single",37,370,10,4,1809,4,58,3,2,1,4213,4992,1,15,3,2,0,10,4,1,10,3,0,8
"1293","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","No","Divorced",39,766,20,3,1812,3,83,3,2,4,4127,19188,2,18,3,4,1,7,6,3,2,1,2,2
"1294","No","Non-Travel","Research & Development","Life Sciences","Male","Research Scientist","No","Single",43,343,9,3,1813,1,52,3,1,3,2438,24978,4,13,3,3,0,7,2,2,3,2,1,2
"1295","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Single",41,447,5,3,1814,2,85,4,2,2,6870,15530,3,12,3,1,0,11,3,1,3,2,1,2
"1296","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Yes","Divorced",41,796,4,1,1815,3,81,3,3,3,10447,26458,0,13,3,4,1,23,3,4,22,14,13,5
"1297","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","No","Single",30,1092,10,3,1816,1,64,3,3,3,9667,2739,9,14,3,2,0,9,3,3,7,7,0,2
"1298","Yes","Travel_Rarely","Human Resources","Medical","Female","Human Resources","Yes","Married",26,920,20,2,1818,4,69,3,1,2,2148,6889,0,11,3,3,0,6,3,3,5,1,1,4
"1299","Yes","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","No","Married",46,261,21,2,1821,4,66,3,2,2,8926,10842,4,22,4,4,1,13,2,4,9,7,3,7
"1300","No","Travel_Rarely","Research & Development","Life Sciences","Female","Healthcare Representative","No","Divorced",40,1194,1,3,1822,3,52,3,2,4,6513,9060,4,17,3,4,1,12,3,3,5,3,0,3
"1301","No","Travel_Rarely","Sales","Technical Degree","Male","Sales Executive","No","Married",34,810,8,2,1823,2,92,4,2,3,6799,22128,1,21,4,3,2,10,5,3,10,8,4,8
"1302","No","Non-Travel","Sales","Medical","Male","Manager","No","Divorced",58,350,2,3,1824,2,52,3,4,2,16291,22577,4,22,4,4,1,37,0,2,16,9,14,14
"1303","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",35,185,23,4,1826,2,91,1,1,3,2705,9696,0,16,3,2,1,6,2,4,5,4,0,3
"1304","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Yes","Divorced",47,1001,4,3,1827,3,92,2,3,2,10333,19271,8,12,3,3,1,28,4,3,22,11,14,10
"1305","No","Travel_Rarely","Research & Development","Life Sciences","Female","Healthcare Representative","No","Divorced",40,750,12,3,1829,2,47,3,2,1,4448,10748,2,12,3,2,1,15,3,3,7,4,7,7
"1306","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Married",54,431,7,4,1830,4,68,3,2,4,6854,15696,4,15,3,2,1,14,2,2,7,1,1,7
"1307","No","Travel_Frequently","Sales","Marketing","Female","Sales Executive","No","Married",31,1125,7,4,1833,1,68,3,3,1,9637,8277,2,14,3,4,2,9,3,3,3,2,2,2
"1308","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Married",28,1217,1,3,1834,3,67,3,1,1,3591,12719,1,25,4,3,1,3,3,3,3,2,1,2
"1309","No","Travel_Rarely","Sales","Marketing","Female","Sales Representative","Yes","Married",38,723,2,4,1835,2,77,1,2,4,5405,4244,2,20,4,1,2,20,4,2,4,2,0,3
"1310","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Single",26,572,10,3,1836,3,46,3,2,4,4684,9125,1,13,3,1,0,5,4,3,5,3,1,2
"1311","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Director","Yes","Married",58,1216,15,4,1837,1,87,3,4,3,15787,21624,2,14,3,2,0,23,3,3,2,2,2,2
"1312","No","Non-Travel","Research & Development","Medical","Female","Research Scientist","No","Single",18,1431,14,3,1839,2,33,3,1,3,1514,8018,1,16,3,3,0,0,4,1,0,0,0,0
"1313","Yes","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","No","Married",31,359,18,5,1842,4,89,4,1,1,2956,21495,0,17,3,3,0,2,4,3,1,0,0,0
"1314","Yes","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","Yes","Divorced",29,350,13,3,1844,1,56,2,1,1,2335,3157,4,15,3,4,3,4,3,3,2,2,2,0
"1315","No","Non-Travel","Sales","Life Sciences","Female","Sales Executive","No","Married",45,589,2,4,1845,3,67,3,2,3,5154,19665,4,22,4,2,2,10,3,4,8,7,5,7
